Date Time,Turbidity Daily Mean (NTU),Quality Code
3/24/2021 0:00,17.59,1: Good data
3/25/2021 0:00,16.9,1: Good data
3/26/2021 0:00,20.18,1: Good data
3/27/2021 0:00,18.55,1: Good data
3/28/2021 0:00,17.51,1: Good data
3/29/2021 0:00,19.16,1: Good data
3/30/2021 0:00,23.83,1: Good data
3/31/2021 0:00,20.45,1: Good data
4/1/2021 0:00,17.02,1: Good data
4/2/2021 0:00,15.94,1: Good data
4/3/2021 0:00,18.07,1: Good data
4/4/2021 0:00,15.55,1: Good data
4/5/2021 0:00,13.88,1: Good data
4/6/2021 0:00,14.73,1: Good data
4/7/2021 0:00,15.9,1: Good data
4/8/2021 0:00,13.99,1: Good data
4/9/2021 0:00,12.9,1: Good data
4/10/2021 0:00, ,170: Unreliable Data
4/11/2021 0:00,12.59,1: Good data
4/12/2021 0:00,12.23,1: Good data
4/13/2021 0:00, ,255: No data exists
4/14/2021 0:00,13.67,1: Good data
4/15/2021 0:00, ,170: Unreliable Data
4/16/2021 0:00,15.43,1: Good data
4/17/2021 0:00,15.06,1: Good data
4/18/2021 0:00,14.14,1: Good data
4/19/2021 0:00,13.7,1: Good data
4/20/2021 0:00,16.53,1: Good data
4/21/2021 0:00,15.21,1: Good data
4/22/2021 0:00,16.62,1: Good data
4/23/2021 0:00,15.31,1: Good data
4/24/2021 0:00,13.99,1: Good data
4/25/2021 0:00,13.24,1: Good data
4/26/2021 0:00,13.44,1: Good data
4/27/2021 0:00,15.47,1: Good data
4/28/2021 0:00,15.15,1: Good data
4/29/2021 0:00,13.69,1: Good data
4/30/2021 0:00,15.06,1: Good data
5/1/2021 0:00,15.95,1: Good data
5/2/2021 0:00, ,170: Unreliable Data
5/3/2021 0:00, ,255: No data exists
5/4/2021 0:00,13.14,1: Good data
5/5/2021 0:00,14.54,1: Good data
5/6/2021 0:00,19.34,1: Good data
5/7/2021 0:00,20.26,1: Good data
5/8/2021 0:00,21.53,1: Good data
5/9/2021 0:00,21.95,1: Good data
5/10/2021 0:00,20.39,1: Good data
5/11/2021 0:00,20.77,1: Good data
5/12/2021 0:00,23.37,1: Good data
5/13/2021 0:00,26.74,1: Good data
5/14/2021 0:00,28.03,1: Good data
5/15/2021 0:00,28.54,1: Good data
5/16/2021 0:00,30.77,1: Good data
5/17/2021 0:00,31.36,1: Good data
5/18/2021 0:00,33.03,1: Good data
5/19/2021 0:00,32.53,1: Good data
5/20/2021 0:00,32.55,1: Good data
5/21/2021 0:00,33.46,1: Good data
5/22/2021 0:00,32.85,1: Good data
5/23/2021 0:00,34.6,1: Good data
5/24/2021 0:00,28.37,1: Good data
5/25/2021 0:00,29.37,1: Good data
5/26/2021 0:00,29.38,1: Good data
5/27/2021 0:00,28.45,1: Good data
5/28/2021 0:00,27.95,1: Good data
5/29/2021 0:00,25.03,1: Good data
5/30/2021 0:00,24.31,1: Good data
5/31/2021 0:00,22.26,1: Good data
6/1/2021 0:00,25.38,1: Good data
6/2/2021 0:00, ,255: No data exists
6/3/2021 0:00,25.73,1: Good data
6/4/2021 0:00,25.51,1: Good data
6/5/2021 0:00,26.27,1: Good data
6/6/2021 0:00,26.72,1: Good data
6/7/2021 0:00,29.36,1: Good data
6/8/2021 0:00,27.24,1: Good data
6/9/2021 0:00,29.56,1: Good data
6/10/2021 0:00,28.42,1: Good data
6/11/2021 0:00,27.99,1: Good data
6/12/2021 0:00,27.69,1: Good data
6/13/2021 0:00, ,170: Unreliable Data
6/14/2021 0:00,26.39,1: Good data
6/15/2021 0:00,25.13,1: Good data
6/16/2021 0:00,24.59,1: Good data
6/17/2021 0:00,25.74,1: Good data
6/18/2021 0:00,23.84,1: Good data
6/19/2021 0:00,24.27,1: Good data
6/20/2021 0:00,23.54,1: Good data
6/21/2021 0:00, ,151: Data Missing
6/22/2021 0:00, ,151: Data Missing
6/23/2021 0:00, ,151: Data Missing
6/24/2021 0:00, ,151: Data Missing
6/25/2021 0:00, ,151: Data Missing
6/26/2021 0:00, ,151: Data Missing
6/27/2021 0:00, ,151: Data Missing
6/28/2021 0:00, ,151: Data Missing
6/29/2021 0:00, ,151: Data Missing
6/30/2021 0:00, ,151: Data Missing
7/1/2021 0:00, ,151: Data Missing
7/2/2021 0:00, ,151: Data Missing
7/3/2021 0:00, ,151: Data Missing
7/4/2021 0:00, ,151: Data Missing
7/5/2021 0:00, ,151: Data Missing
7/6/2021 0:00, ,151: Data Missing
7/7/2021 0:00, ,151: Data Missing
7/8/2021 0:00, ,151: Data Missing
7/9/2021 0:00, ,151: Data Missing
7/10/2021 0:00, ,151: Data Missing
7/11/2021 0:00, ,151: Data Missing
7/12/2021 0:00, ,151: Data Missing
7/13/2021 0:00, ,151: Data Missing
7/14/2021 0:00, ,151: Data Missing
7/15/2021 0:00, ,255: No data exists
7/16/2021 0:00,21.44,1: Good data
7/17/2021 0:00,21.86,1: Good data
7/18/2021 0:00,22.25,1: Good data
7/19/2021 0:00,21.71,1: Good data
7/20/2021 0:00,19.57,1: Good data
7/21/2021 0:00,17.95,1: Good data
7/22/2021 0:00,17.84,1: Good data
7/23/2021 0:00,18.04,1: Good data
7/24/2021 0:00,18.65,1: Good data
7/25/2021 0:00,19.42,1: Good data
7/26/2021 0:00,22.08,1: Good data
7/27/2021 0:00,23.04,1: Good data
7/28/2021 0:00,23.17,1: Good data
7/29/2021 0:00,21.5,1: Good data
7/30/2021 0:00,21.48,1: Good data
7/31/2021 0:00,21.01,1: Good data
8/1/2021 0:00,19.37,1: Good data
8/2/2021 0:00,19.44,1: Good data
8/3/2021 0:00,18.68,1: Good data
8/4/2021 0:00,20.41,1: Good data
8/5/2021 0:00,21.55,1: Good data
8/6/2021 0:00,21.52,1: Good data
8/7/2021 0:00, ,170: Unreliable Data
8/8/2021 0:00,21.81,1: Good data
8/9/2021 0:00,22.4,1: Good data
8/10/2021 0:00,21.19,1: Good data
8/11/2021 0:00,19.54,1: Good data
8/12/2021 0:00,20.22,1: Good data
8/13/2021 0:00,20.33,1: Good data
8/14/2021 0:00,20.37,1: Good data
8/15/2021 0:00,20.86,1: Good data
8/16/2021 0:00,20.24,1: Good data
8/17/2021 0:00, ,255: No data exists
8/18/2021 0:00,19.22,1: Good data
8/19/2021 0:00,18.71,1: Good data
8/20/2021 0:00,19.68,1: Good data
8/21/2021 0:00,20.49,1: Good data
8/22/2021 0:00,19.08,1: Good data
8/23/2021 0:00,19.76,1: Good data
8/24/2021 0:00,20.05,1: Good data
8/25/2021 0:00,19.73,1: Good data
8/26/2021 0:00,20.1,1: Good data
8/27/2021 0:00,19.42,1: Good data
8/28/2021 0:00, ,170: Unreliable Data
8/29/2021 0:00,19.34,1: Good data
8/30/2021 0:00,20.04,1: Good data
8/31/2021 0:00,19.9,1: Good data
9/1/2021 0:00,22.22,1: Good data
9/2/2021 0:00,19.98,1: Good data
9/3/2021 0:00,21.09,1: Good data
9/4/2021 0:00,21.07,1: Good data
9/5/2021 0:00,19.83,1: Good data
9/6/2021 0:00,20.68,1: Good data
9/7/2021 0:00, ,170: Unreliable Data
9/8/2021 0:00,21.45,1: Good data
9/9/2021 0:00, ,170: Unreliable Data
9/10/2021 0:00,22.8,1: Good data
9/11/2021 0:00,21.32,1: Good data
9/12/2021 0:00,18.61,1: Good data
9/13/2021 0:00,16.93,1: Good data
9/14/2021 0:00, ,255: No data exists
9/15/2021 0:00, ,170: Unreliable Data
9/16/2021 0:00,23.41,1: Good data
9/17/2021 0:00,22.42,1: Good data
9/18/2021 0:00, ,170: Unreliable Data
9/19/2021 0:00, ,170: Unreliable Data
9/20/2021 0:00,26.58,1: Good data
9/21/2021 0:00, ,170: Unreliable Data
9/22/2021 0:00,31.97,1: Good data
9/23/2021 0:00, ,170: Unreliable Data
9/24/2021 0:00, ,170: Unreliable Data
9/25/2021 0:00, ,170: Unreliable Data
9/26/2021 0:00,32.72,1: Good data
9/27/2021 0:00, ,170: Unreliable Data
9/28/2021 0:00,28.94,1: Good data
9/29/2021 0:00, ,170: Unreliable Data
9/30/2021 0:00, ,170: Unreliable Data
10/1/2021 0:00, ,170: Unreliable Data
10/2/2021 0:00, ,170: Unreliable Data
10/3/2021 0:00, ,170: Unreliable Data
10/4/2021 0:00, ,255: No data exists
10/5/2021 0:00,25.73,1: Good data
10/6/2021 0:00,23.83,1: Good data
10/7/2021 0:00,23.26,1: Good data
10/8/2021 0:00,23.3,1: Good data
10/9/2021 0:00,22.47,1: Good data
10/10/2021 0:00,22.64,1: Good data
10/11/2021 0:00,24.83,1: Good data
10/12/2021 0:00,26.65,1: Good data
10/13/2021 0:00,21.19,1: Good data
10/14/2021 0:00,20.74,1: Good data
10/15/2021 0:00,20.5,1: Good data
10/16/2021 0:00,22.43,1: Good data
10/17/2021 0:00,23.43,1: Good data
10/18/2021 0:00,21.09,1: Good data
10/19/2021 0:00,19.75,1: Good data
10/20/2021 0:00,20.98,1: Good data
10/21/2021 0:00,23.95,1: Good data
10/22/2021 0:00,28.34,1: Good data
10/23/2021 0:00,25.39,1: Good data
10/24/2021 0:00,29.02,1: Good data
10/25/2021 0:00,26.79,1: Good data
10/26/2021 0:00, ,255: No data exists
10/27/2021 0:00,82.58,1: Good data
10/28/2021 0:00,69.08,1: Good data
10/29/2021 0:00,42.78,1: Good data
10/30/2021 0:00,26.46,1: Good data
10/31/2021 0:00,16.69,1: Good data
11/1/2021 0:00,11.03,1: Good data
11/2/2021 0:00,7.89,1: Good data
11/3/2021 0:00,5.46,1: Good data
11/4/2021 0:00,5.44,1: Good data
11/5/2021 0:00,5.78,1: Good data
11/6/2021 0:00,5.08,1: Good data
11/7/2021 0:00,4.47,1: Good data
11/8/2021 0:00,3.95,1: Good data
11/9/2021 0:00,5.56,1: Good data
11/10/2021 0:00,5.56,1: Good data
11/11/2021 0:00,7.24,1: Good data
11/12/2021 0:00, ,170: Unreliable Data
11/13/2021 0:00,12.79,1: Good data
11/14/2021 0:00,15.11,1: Good data
11/15/2021 0:00,14,1: Good data
11/16/2021 0:00,12.87,1: Good data
11/17/2021 0:00,14.22,1: Good data
11/18/2021 0:00,11.78,1: Good data
11/19/2021 0:00,7.4,1: Good data
11/20/2021 0:00,7.14,1: Good data
11/21/2021 0:00,6.39,1: Good data
11/22/2021 0:00,6.01,1: Good data
11/23/2021 0:00,6.39,1: Good data
11/24/2021 0:00,10.22,1: Good data
11/25/2021 0:00,14.99,1: Good data
11/26/2021 0:00,17.5,1: Good data
11/27/2021 0:00,17.82,1: Good data
11/28/2021 0:00,18.27,1: Good data
11/29/2021 0:00,18.16,1: Good data
11/30/2021 0:00,17.34,1: Good data
12/1/2021 0:00,17.32,1: Good data
12/2/2021 0:00,15.71,1: Good data
12/3/2021 0:00,14.36,1: Good data
12/4/2021 0:00,15.37,1: Good data
12/5/2021 0:00,14.32,1: Good data
12/6/2021 0:00,12.54,1: Good data
12/7/2021 0:00,8.18,1: Good data
12/8/2021 0:00,9.12,1: Good data
12/9/2021 0:00,14.23,1: Good data
12/10/2021 0:00,16.42,1: Good data
12/11/2021 0:00,13.26,1: Good data
12/12/2021 0:00,13.74,1: Good data
12/13/2021 0:00,14.16,1: Good data
12/14/2021 0:00, ,170: Unreliable Data
12/15/2021 0:00, ,170: Unreliable Data
12/16/2021 0:00,117.47,1: Good data
12/17/2021 0:00,96.46,1: Good data
12/18/2021 0:00,89,1: Good data
12/19/2021 0:00, ,170: Unreliable Data
12/20/2021 0:00,54.29,1: Good data
12/21/2021 0:00,45.04,1: Good data
12/22/2021 0:00,41.35,1: Good data
12/23/2021 0:00,39.13,1: Good data
12/24/2021 0:00,51.9,1: Good data
12/25/2021 0:00,101.23,1: Good data
12/26/2021 0:00,101.55,1: Good data
12/27/2021 0:00,94.49,1: Good data
12/28/2021 0:00,104.72,1: Good data
12/29/2021 0:00,87.35,1: Good data
12/30/2021 0:00,72.59,1: Good data
12/31/2021 0:00,70.54,1: Good data
1/1/2022 0:00,74.35,1: Good data
1/2/2022 0:00,68.61,1: Good data
1/3/2022 0:00, ,255: No data exists
1/4/2022 0:00,27.5,1: Good data
1/5/2022 0:00,28.71,1: Good data
1/6/2022 0:00,30.62,1: Good data
1/7/2022 0:00,29.02,1: Good data
1/8/2022 0:00,24.02,1: Good data
1/9/2022 0:00,22.8,1: Good data
1/10/2022 0:00,24.96,1: Good data
1/11/2022 0:00,24.4,1: Good data
1/12/2022 0:00,24.21,1: Good data
1/13/2022 0:00,25.69,1: Good data
1/14/2022 0:00, ,170: Unreliable Data
1/15/2022 0:00,23.51,1: Good data
1/16/2022 0:00,23.15,1: Good data
1/17/2022 0:00,22,1: Good data
1/18/2022 0:00,20.43,1: Good data
1/19/2022 0:00,17.14,1: Good data
1/20/2022 0:00,13.3,1: Good data
1/21/2022 0:00,17.44,1: Good data
1/22/2022 0:00,22.57,1: Good data
1/23/2022 0:00,20.7,1: Good data
1/24/2022 0:00,17.36,1: Good data
1/25/2022 0:00,13.37,1: Good data
1/26/2022 0:00,12.19,1: Good data
1/27/2022 0:00,12.92,1: Good data
1/28/2022 0:00,13.82,1: Good data
1/29/2022 0:00,15.34,1: Good data
1/30/2022 0:00,15.22,1: Good data
1/31/2022 0:00,16.46,1: Good data
2/1/2022 0:00,18.94,1: Good data
2/2/2022 0:00,14.58,1: Good data
2/3/2022 0:00,12.02,1: Good data
2/4/2022 0:00,11.31,1: Good data
2/5/2022 0:00,10.86,1: Good data
2/6/2022 0:00,13.55,1: Good data
2/7/2022 0:00,13.36,1: Good data
2/8/2022 0:00,16.59,1: Good data
2/9/2022 0:00,18.16,1: Good data
2/10/2022 0:00,18.48,1: Good data
2/11/2022 0:00,19.76,1: Good data
2/12/2022 0:00,22.61,1: Good data
2/13/2022 0:00,24.05,1: Good data
2/14/2022 0:00, ,255: No data exists
2/15/2022 0:00,21.98,1: Good data
2/16/2022 0:00,20.14,1: Good data
2/17/2022 0:00,17.73,1: Good data
2/18/2022 0:00,16.9,1: Good data
2/19/2022 0:00, ,170: Unreliable Data
2/20/2022 0:00,19.58,1: Good data
2/21/2022 0:00,18.74,1: Good data
2/22/2022 0:00,19.15,1: Good data
2/23/2022 0:00,17.2,1: Good data
2/24/2022 0:00,15.39,1: Good data
2/25/2022 0:00,16.42,1: Good data
2/26/2022 0:00,17.32,1: Good data
2/27/2022 0:00,16.77,1: Good data
2/28/2022 0:00,17.4,1: Good data
3/1/2022 0:00,16.82,1: Good data
3/2/2022 0:00,18.88,1: Good data
3/3/2022 0:00,19.69,1: Good data
3/4/2022 0:00, ,170: Unreliable Data
3/5/2022 0:00,22.73,1: Good data
3/6/2022 0:00,21.8,1: Good data
3/7/2022 0:00,22.08,1: Good data
3/8/2022 0:00,20.22,1: Good data
3/9/2022 0:00,19.29,1: Good data
3/10/2022 0:00,20.91,1: Good data
3/11/2022 0:00,19.28,1: Good data
3/12/2022 0:00,18.3,1: Good data
3/13/2022 0:00,21.51,1: Good data
3/14/2022 0:00, ,255: No data exists
3/15/2022 0:00, ,151: Data Missing
3/16/2022 0:00, ,151: Data Missing
3/17/2022 0:00, ,151: Data Missing
3/18/2022 0:00, ,151: Data Missing
3/19/2022 0:00, ,151: Data Missing
3/20/2022 0:00, ,151: Data Missing
3/21/2022 0:00, ,151: Data Missing
3/22/2022 0:00, ,151: Data Missing
3/23/2022 0:00,11.61,1: Good data
3/24/2022 0:00,11.95,1: Good data
3/25/2022 0:00,12.46,1: Good data
3/26/2022 0:00,13.03,1: Good data
3/27/2022 0:00,12.34,1: Good data
3/28/2022 0:00,9.9,1: Good data
3/29/2022 0:00,13.88,1: Good data
3/30/2022 0:00,13.67,1: Good data
3/31/2022 0:00,11.48,1: Good data
4/1/2022 0:00,11.8,1: Good data
4/2/2022 0:00,12.55,1: Good data
4/3/2022 0:00,12.74,1: Good data
4/4/2022 0:00, ,255: No data exists
4/5/2022 0:00,10.72,1: Good data
4/6/2022 0:00,11.15,1: Good data
4/7/2022 0:00,9.42,1: Good data
4/8/2022 0:00,8.22,1: Good data
4/9/2022 0:00,11.4,1: Good data
4/10/2022 0:00,15.33,1: Good data
4/11/2022 0:00,13.69,1: Good data
4/12/2022 0:00,12.05,1: Good data
4/13/2022 0:00,10.52,1: Good data
4/14/2022 0:00,12.98,1: Good data
4/15/2022 0:00,13.71,1: Good data
4/16/2022 0:00,12.49,1: Good data
4/17/2022 0:00,13.64,1: Good data
4/18/2022 0:00,12.37,1: Good data
4/19/2022 0:00,12.95,1: Good data
4/20/2022 0:00,12.61,1: Good data
4/21/2022 0:00,14.3,1: Good data
4/22/2022 0:00,13.17,1: Good data
4/23/2022 0:00,11.75,1: Good data
4/24/2022 0:00,12.24,1: Good data
4/25/2022 0:00,12.97,1: Good data
4/26/2022 0:00,12.86,1: Good data
4/27/2022 0:00,13.24,1: Good data
4/28/2022 0:00,13.66,1: Good data
4/29/2022 0:00, ,170: Unreliable Data
4/30/2022 0:00,14.35,1: Good data
5/1/2022 0:00,18.16,1: Good data
5/2/2022 0:00, ,255: No data exists
5/3/2022 0:00,15.18,1: Good data
5/4/2022 0:00,22.6,1: Good data
5/5/2022 0:00,23.77,1: Good data
5/6/2022 0:00,20.66,1: Good data
5/7/2022 0:00,18.44,1: Good data
5/8/2022 0:00,17.99,1: Good data
5/9/2022 0:00,18.52,1: Good data
5/10/2022 0:00, ,170: Unreliable Data
5/11/2022 0:00, ,170: Unreliable Data
5/12/2022 0:00, ,170: Unreliable Data
5/13/2022 0:00,29.07,1: Good data
5/14/2022 0:00, ,170: Unreliable Data
5/15/2022 0:00, ,170: Unreliable Data
5/16/2022 0:00, ,170: Unreliable Data
5/17/2022 0:00, ,170: Unreliable Data
5/18/2022 0:00, ,170: Unreliable Data
5/19/2022 0:00, ,170: Unreliable Data
5/20/2022 0:00, ,170: Unreliable Data
5/21/2022 0:00, ,170: Unreliable Data
5/22/2022 0:00, ,170: Unreliable Data
5/23/2022 0:00,22.41,1: Good data
5/24/2022 0:00,24.3,1: Good data
5/25/2022 0:00,29.52,1: Good data
5/26/2022 0:00,31.41,1: Good data
5/27/2022 0:00,36.42,1: Good data
5/28/2022 0:00,35.51,1: Good data
5/29/2022 0:00,37.34,1: Good data
5/30/2022 0:00,41.82,1: Good data
5/31/2022 0:00,41.33,1: Good data
6/1/2022 0:00,42.79,1: Good data
6/2/2022 0:00,40,1: Good data
6/3/2022 0:00,35.46,1: Good data
6/4/2022 0:00,33.49,1: Good data
6/5/2022 0:00,37.79,1: Good data
6/6/2022 0:00, ,255: No data exists
6/7/2022 0:00,24.86,1: Good data
6/8/2022 0:00,26.01,1: Good data
6/9/2022 0:00,24.5,1: Good data
6/10/2022 0:00,22.89,1: Good data
6/11/2022 0:00,22.02,1: Good data
6/12/2022 0:00,24.95,1: Good data
6/13/2022 0:00,23.14,1: Good data
6/14/2022 0:00,21.38,1: Good data
6/15/2022 0:00,22.67,1: Good data
6/16/2022 0:00,24.91,1: Good data
6/17/2022 0:00,25.58,1: Good data
6/18/2022 0:00,25.19,1: Good data
6/19/2022 0:00,24.77,1: Good data
6/20/2022 0:00, ,170: Unreliable Data
6/21/2022 0:00,23.79,1: Good data
6/22/2022 0:00,22.73,1: Good data
6/23/2022 0:00,20.93,1: Good data
6/24/2022 0:00,19.82,1: Good data
6/25/2022 0:00,19.37,1: Good data
6/26/2022 0:00,17.38,1: Good data
6/27/2022 0:00,18.87,1: Good data
6/28/2022 0:00,19.74,1: Good data
6/29/2022 0:00,20.84,1: Good data
6/30/2022 0:00,21.9,1: Good data
7/1/2022 0:00,22.03,1: Good data
7/2/2022 0:00,23.5,1: Good data
7/3/2022 0:00,22.83,1: Good data
7/4/2022 0:00,21.27,1: Good data
7/5/2022 0:00, ,255: No data exists
7/6/2022 0:00,22.39,1: Good data
7/7/2022 0:00,20.55,1: Good data
7/8/2022 0:00,21.04,1: Good data
7/9/2022 0:00,20.5,1: Good data
7/10/2022 0:00,19.1,1: Good data
7/11/2022 0:00,16.59,1: Good data
7/12/2022 0:00,15.79,1: Good data
7/13/2022 0:00,15.3,1: Good data
7/14/2022 0:00,14.5,1: Good data
7/15/2022 0:00,13.54,1: Good data
7/16/2022 0:00,15.12,1: Good data
7/17/2022 0:00,15.22,1: Good data
7/18/2022 0:00,16.53,1: Good data
7/19/2022 0:00,16.97,1: Good data
7/20/2022 0:00,15.59,1: Good data
7/21/2022 0:00,16.78,1: Good data
7/22/2022 0:00,15.64,1: Good data
7/23/2022 0:00,13.62,1: Good data
7/24/2022 0:00,13.95,1: Good data
7/25/2022 0:00,14.27,1: Good data
7/26/2022 0:00,14.85,1: Good data
7/27/2022 0:00,15.35,1: Good data
7/28/2022 0:00,15.48,1: Good data
7/29/2022 0:00,15.62,1: Good data
7/30/2022 0:00,15.87,1: Good data
7/31/2022 0:00,16.11,1: Good data
8/1/2022 0:00,15.54,1: Good data
8/2/2022 0:00, ,255: No data exists
8/3/2022 0:00,14.14,1: Good data
8/4/2022 0:00,14.91,1: Good data
8/5/2022 0:00,14.19,1: Good data
8/6/2022 0:00,12.84,1: Good data
8/7/2022 0:00,12.91,1: Good data
8/8/2022 0:00, ,255: No data exists
8/9/2022 0:00,13.65,1: Good data
8/10/2022 0:00,14.06,1: Good data
8/11/2022 0:00,12.96,1: Good data
8/12/2022 0:00, ,170: Unreliable Data
8/13/2022 0:00,13.16,1: Good data
8/14/2022 0:00,13.69,1: Good data
8/15/2022 0:00,14.76,1: Good data
8/16/2022 0:00,14.75,1: Good data
8/17/2022 0:00,15.24,1: Good data
8/18/2022 0:00,15.44,1: Good data
8/19/2022 0:00,14.9,1: Good data
8/20/2022 0:00,14.91,1: Good data
8/21/2022 0:00,17.7,1: Good data
8/22/2022 0:00,15.97,1: Good data
8/23/2022 0:00,16.37,1: Good data
8/24/2022 0:00,17.73,1: Good data
8/25/2022 0:00,19.83,1: Good data
8/26/2022 0:00,20.61,1: Good data
8/27/2022 0:00,17.31,1: Good data
8/28/2022 0:00,14.32,1: Good data
8/29/2022 0:00,14.13,1: Good data
8/30/2022 0:00,16.12,1: Good data
8/31/2022 0:00,17.05,1: Good data
9/1/2022 0:00,16.2,1: Good data
9/2/2022 0:00,13.37,1: Good data
9/3/2022 0:00,9.44,1: Good data
9/4/2022 0:00,9.63,1: Good data
9/5/2022 0:00,10.59,1: Good data
9/6/2022 0:00, ,255: No data exists
9/7/2022 0:00,10.19,1: Good data
9/8/2022 0:00,9.94,1: Good data
9/9/2022 0:00,10.62,1: Good data
9/10/2022 0:00,12.64,1: Good data
9/11/2022 0:00,12.41,1: Good data
9/12/2022 0:00, ,170: Unreliable Data
9/13/2022 0:00,18.99,1: Good data
9/14/2022 0:00,20.13,1: Good data
9/15/2022 0:00,19.41,1: Good data
9/16/2022 0:00,21.09,1: Good data
9/17/2022 0:00,28.53,1: Good data
9/18/2022 0:00,30.61,1: Good data
9/19/2022 0:00,30.82,1: Good data
9/20/2022 0:00,33.41,1: Good data
9/21/2022 0:00,29.67,1: Good data
9/22/2022 0:00,25.2,1: Good data
9/23/2022 0:00,23.72,1: Good data
9/24/2022 0:00,25.33,1: Good data
9/25/2022 0:00, ,170: Unreliable Data
9/26/2022 0:00,27.75,1: Good data
9/27/2022 0:00, ,170: Unreliable Data
9/28/2022 0:00,24.83,1: Good data
9/29/2022 0:00,25.37,1: Good data
9/30/2022 0:00,26.32,1: Good data
10/1/2022 0:00,27.76,1: Good data
10/2/2022 0:00,25,1: Good data
10/3/2022 0:00, ,255: No data exists
10/4/2022 0:00,24.94,1: Good data
10/5/2022 0:00,25.57,1: Good data
10/6/2022 0:00,27.4,1: Good data
10/7/2022 0:00,27.54,1: Good data
10/8/2022 0:00,26.02,1: Good data
10/9/2022 0:00,25.52,1: Good data
10/10/2022 0:00,25.01,1: Good data
10/11/2022 0:00,25.32,1: Good data
10/12/2022 0:00,26.07,1: Good data
10/13/2022 0:00,26.34,1: Good data
10/14/2022 0:00,23.44,1: Good data
10/15/2022 0:00,23.97,1: Good data
10/16/2022 0:00,23.3,1: Good data
10/17/2022 0:00,22.76,1: Good data
10/18/2022 0:00,25.93,1: Good data
10/19/2022 0:00,24.77,1: Good data
10/20/2022 0:00,23.87,1: Good data
10/21/2022 0:00,25.09,1: Good data
10/22/2022 0:00,26.53,1: Good data
10/23/2022 0:00,26.47,1: Good data
10/24/2022 0:00,26.93,1: Good data
10/25/2022 0:00, ,151: Data Missing
10/26/2022 0:00,26.85,1: Good data
10/27/2022 0:00,26.08,1: Good data
10/28/2022 0:00,24.9,1: Good data
10/29/2022 0:00,25.39,1: Good data
10/30/2022 0:00,26.76,1: Good data
10/31/2022 0:00,25.2,1: Good data
11/1/2022 0:00,30.05,1: Good data
11/2/2022 0:00,32.91,1: Good data
11/3/2022 0:00,38.56,1: Good data
11/4/2022 0:00,43.16,1: Good data
11/5/2022 0:00,43.69,1: Good data
11/6/2022 0:00,38.13,1: Good data
11/7/2022 0:00, ,255: No data exists
11/8/2022 0:00,13.9,1: Good data
11/9/2022 0:00,12.32,1: Good data
11/10/2022 0:00,11.17,1: Good data
11/11/2022 0:00,10.77,1: Good data
11/12/2022 0:00,10.54,1: Good data
11/13/2022 0:00,10.98,1: Good data
11/14/2022 0:00, ,170: Unreliable Data
11/15/2022 0:00,11.65,1: Good data
11/16/2022 0:00,10.63,1: Good data
11/17/2022 0:00,11.62,1: Good data
11/18/2022 0:00,12.93,1: Good data
11/19/2022 0:00,12.02,1: Good data
11/20/2022 0:00,12.62,1: Good data
11/21/2022 0:00,11.38,1: Good data
11/22/2022 0:00,6.5,1: Good data
11/23/2022 0:00,5.73,1: Good data
11/24/2022 0:00,5.8,1: Good data
11/25/2022 0:00,5.99,1: Good data
11/26/2022 0:00,7.33,1: Good data
11/27/2022 0:00,7.84,1: Good data
11/28/2022 0:00, ,255: No data exists
